indicador,ano,nivel_territorial,codigo_localidade,localidade,variavel,unidade,valor,classificacao,categoria
Renda média domiciliar per capita,2022,Município,2505907,Emas (PB),"Valor do rendimento nominal médio mensal domiciliar per capita dos moradores em domicílios particulares permanentes ocupados, exclusive os cuja condição no domicílio era pensionista, empregado(a) doméstico(a) ou parente do(a) empregado(a) doméstico(a)",Reais,759.34,Sexo | Cor ou raça | Grupo de idade,Total | Total | Total
Renda média domiciliar per capita,2022,Município,2506004,Esperança (PB),"Valor do rendimento nominal médio mensal domiciliar per capita dos moradores em domicílios particulares permanentes ocupados, exclusive os cuja condição no domicílio era pensionista, empregado(a) doméstico(a) ou parente do(a) empregado(a) doméstico(a)",Reais,809.81,Sexo | Cor ou raça | Grupo de idade,Total | Total | Total
Renda média domiciliar per capita,2022,Município,2506103,Fagundes (PB),"Valor do rendimento nominal médio mensal domiciliar per capita dos moradores em domicílios particulares permanentes ocupados, exclusive os cuja condição no domicílio era pensionista, empregado(a) doméstico(a) ou parente do(a) empregado(a) doméstico(a)",Reais,651.81,Sexo | Cor ou raça | Grupo de idade,Total | Total | Total
Renda média domiciliar per capita,2022,Município,2506202,Frei Martinho (PB),"Valor do rendimento nominal médio mensal domiciliar per capita dos moradores em domicílios particulares permanentes ocupados, exclusive os cuja condição no domicílio era pensionista, empregado(a) doméstico(a) ou parente do(a) empregado(a) doméstico(a)",Reais,854.92,Sexo | Cor ou raça | Grupo de idade,Total | Total | Total
Renda média domiciliar per capita,2022,Município,2506251,Gado Bravo (PB),"Valor do rendimento nominal médio mensal domiciliar per capita dos moradores em domicílios particulares permanentes ocupados, exclusive os cuja condição no domicílio era pensionista, empregado(a) doméstico(a) ou parente do(a) empregado(a) doméstico(a)",Reais,554.19,Sexo | Cor ou raça | Grupo de idade,Total | Total | Total
Renda média domiciliar per capita,2022,Município,2506301,Guarabira (PB),"Valor do rendimento nominal médio mensal domiciliar per capita dos moradores em domicílios particulares permanentes ocupados, exclusive os cuja condição no domicílio era pensionista, empregado(a) doméstico(a) ou parente do(a) empregado(a) doméstico(a)",Reais,1027.67,Sexo | Cor ou raça | Grupo de idade,Total | Total | Total
Renda média domiciliar per capita,2022,Município,2506400,Gurinhém (PB),"Valor do rendimento nominal médio mensal domiciliar per capita dos moradores em domicílios particulares permanentes ocupados, exclusive os cuja condição no domicílio era pensionista, empregado(a) doméstico(a) ou parente do(a) empregado(a) doméstico(a)",Reais,684.73,Sexo | Cor ou raça | Grupo de idade,Total | Total | Total
Renda média domiciliar per capita,2022,Município,2506509,Gurjão (PB),"Valor do rendimento nominal médio mensal domiciliar per capita dos moradores em domicílios particulares permanentes ocupados, exclusive os cuja condição no domicílio era pensionista, empregado(a) doméstico(a) ou parente do(a) empregado(a) doméstico(a)",Reais,777.68,Sexo | Cor ou raça | Grupo de idade,Total | Total | Total
Renda média domiciliar per capita,2022,Município,2506608,Ibiara (PB),"Valor do rendimento nominal médio mensal domiciliar per capita dos moradores em domicílios particulares permanentes ocupados, exclusive os cuja condição no domicílio era pensionista, empregado(a) doméstico(a) ou parente do(a) empregado(a) doméstico(a)",Reais,719.73,Sexo | Cor ou raça | Grupo de idade,Total | Total | Total
Renda média domiciliar per capita,2022,Município,2506707,Imaculada (PB),"Valor do rendimento nominal médio mensal domiciliar per capita dos moradores em domicílios particulares permanentes ocupados, exclusive os cuja condição no domicílio era pensionista, empregado(a) doméstico(a) ou parente do(a) empregado(a) doméstico(a)",Reais,599.58,Sexo | Cor ou raça | Grupo de idade,Total | Total | Total
Renda média domiciliar per capita,2022,Município,2506806,Ingá (PB),"Valor do rendimento nominal médio mensal domiciliar per capita dos moradores em domicílios particulares permanentes ocupados, exclusive os cuja condição no domicílio era pensionista, empregado(a) doméstico(a) ou parente do(a) empregado(a) doméstico(a)",Reais,841.64,Sexo | Cor ou raça | Grupo de idade,Total | Total | Total
Renda média domiciliar per capita,2022,Município,2506905,Itabaiana (PB),"Valor do rendimento nominal médio mensal domiciliar per capita dos moradores em domicílios particulares permanentes ocupados, exclusive os cuja condição no domicílio era pensionista, empregado(a) doméstico(a) ou parente do(a) empregado(a) doméstico(a)",Reais,811.30,Sexo | Cor ou raça | Grupo de idade,Total | Total | Total
Renda média domiciliar per capita,2022,Município,2507002,Itaporanga (PB),"Valor do rendimento nominal médio mensal domiciliar per capita dos moradores em domicílios particulares permanentes ocupados, exclusive os cuja condição no domicílio era pensionista, empregado(a) doméstico(a) ou parente do(a) empregado(a) doméstico(a)",Reais,875.23,Sexo | Cor ou raça | Grupo de idade,Total | Total | Total
Renda média domiciliar per capita,2022,Município,2507101,Itapororoca (PB),"Valor do rendimento nominal médio mensal domiciliar per capita dos moradores em domicílios particulares permanentes ocupados, exclusive os cuja condição no domicílio era pensionista, empregado(a) doméstico(a) ou parente do(a) empregado(a) doméstico(a)",Reais,653.03,Sexo | Cor ou raça | Grupo de idade,Total | Total | Total
Renda média domiciliar per capita,2022,Município,2507200,Itatuba (PB),"Valor do rendimento nominal médio mensal domiciliar per capita dos moradores em domicílios particulares permanentes ocupados, exclusive os cuja condição no domicílio era pensionista, empregado(a) doméstico(a) ou parente do(a) empregado(a) doméstico(a)",Reais,675.15,Sexo | Cor ou raça | Grupo de idade,Total | Total | Total
Renda média domiciliar per capita,2022,Município,2507309,Jacaraú (PB),"Valor do rendimento nominal médio mensal domiciliar per capita dos moradores em domicílios particulares permanentes ocupados, exclusive os cuja condição no domicílio era pensionista, empregado(a) doméstico(a) ou parente do(a) empregado(a) doméstico(a)",Reais,721.89,Sexo | Cor ou raça | Grupo de idade,Total | Total | Total
Renda média domiciliar per capita,2022,Município,2507408,Jericó (PB),"Valor do rendimento nominal médio mensal domiciliar per capita dos moradores em domicílios particulares permanentes ocupados, exclusive os cuja condição no domicílio era pensionista, empregado(a) doméstico(a) ou parente do(a) empregado(a) doméstico(a)",Reais,811.24,Sexo | Cor ou raça | Grupo de idade,Total | Total | Total
Renda média domiciliar per capita,2022,Município,2507507,João Pessoa (PB),"Valor do rendimento nominal médio mensal domiciliar per capita dos moradores em domicílios particulares permanentes ocupados, exclusive os cuja condição no domicílio era pensionista, empregado(a) doméstico(a) ou parente do(a) empregado(a) doméstico(a)",Reais,1879.00,Sexo | Cor ou raça | Grupo de idade,Total | Total | Total
Renda média domiciliar per capita,2022,Município,2507606,Juarez Távora (PB),"Valor do rendimento nominal médio mensal domiciliar per capita dos moradores em domicílios particulares permanentes ocupados, exclusive os cuja condição no domicílio era pensionista, empregado(a) doméstico(a) ou parente do(a) empregado(a) doméstico(a)",Reais,753.84,Sexo | Cor ou raça | Grupo de idade,Total | Total | Total
Renda média domiciliar per capita,2022,Município,2507705,Juazeirinho (PB),"Valor do rendimento nominal médio mensal domiciliar per capita dos moradores em domicílios particulares permanentes ocupados, exclusive os cuja condição no domicílio era pensionista, empregado(a) doméstico(a) ou parente do(a) empregado(a) doméstico(a)",Reais,673.57,Sexo | Cor ou raça | Grupo de idade,Total | Total | Total
Renda média domiciliar per capita,2022,Município,2507804,Junco do Seridó (PB),"Valor do rendimento nominal médio mensal domiciliar per capita dos moradores em domicílios particulares permanentes ocupados, exclusive os cuja condição no domicílio era pensionista, empregado(a) doméstico(a) ou parente do(a) empregado(a) doméstico(a)",Reais,836.75,Sexo | Cor ou raça | Grupo de idade,Total | Total | Total
Renda média domiciliar per capita,2022,Município,2507903,Juripiranga (PB),"Valor do rendimento nominal médio mensal domiciliar per capita dos moradores em domicílios particulares permanentes ocupados, exclusive os cuja condição no domicílio era pensionista, empregado(a) doméstico(a) ou parente do(a) empregado(a) doméstico(a)",Reais,659.58,Sexo | Cor ou raça | Grupo de idade,Total | Total | Total
Renda média domiciliar per capita,2022,Município,2508000,Juru (PB),"Valor do rendimento nominal médio mensal domiciliar per capita dos moradores em domicílios particulares permanentes ocupados, exclusive os cuja condição no domicílio era pensionista, empregado(a) doméstico(a) ou parente do(a) empregado(a) doméstico(a)",Reais,626.11,Sexo | Cor ou raça | Grupo de idade,Total | Total | Total
Renda média domiciliar per capita,2022,Município,2508109,Lagoa (PB),"Valor do rendimento nominal médio mensal domiciliar per capita dos moradores em domicílios particulares permanentes ocupados, exclusive os cuja condição no domicílio era pensionista, empregado(a) doméstico(a) ou parente do(a) empregado(a) doméstico(a)",Reais,737.35,Sexo | Cor ou raça | Grupo de idade,Total | Total | Total
Renda média domiciliar per capita,2022,Município,2508208,Lagoa de Dentro (PB),"Valor do rendimento nominal médio mensal domiciliar per capita dos moradores em domicílios particulares permanentes ocupados, exclusive os cuja condição no domicílio era pensionista, empregado(a) doméstico(a) ou parente do(a) empregado(a) doméstico(a)",Reais,738.79,Sexo | Cor ou raça | Grupo de idade,Total | Total | Total
Renda média domiciliar per capita,2022,Município,2508307,Lagoa Seca (PB),"Valor do rendimento nominal médio mensal domiciliar per capita dos moradores em domicílios particulares permanentes ocupados, exclusive os cuja condição no domicílio era pensionista, empregado(a) doméstico(a) ou parente do(a) empregado(a) doméstico(a)",Reais,927.20,Sexo | Cor ou raça | Grupo de idade,Total | Total | Total
Renda média domiciliar per capita,2022,Município,2508406,Lastro (PB),"Valor do rendimento nominal médio mensal domiciliar per capita dos moradores em domicílios particulares permanentes ocupados, exclusive os cuja condição no domicílio era pensionista, empregado(a) doméstico(a) ou parente do(a) empregado(a) doméstico(a)",Reais,607.64,Sexo | Cor ou raça | Grupo de idade,Total | Total | Total
Renda média domiciliar per capita,2022,Município,2508505,Livramento (PB),"Valor do rendimento nominal médio mensal domiciliar per capita dos moradores em domicílios particulares permanentes ocupados, exclusive os cuja condição no domicílio era pensionista, empregado(a) doméstico(a) ou parente do(a) empregado(a) doméstico(a)",Reais,619.98,Sexo | Cor ou raça | Grupo de idade,Total | Total | Total
Renda média domiciliar per capita,2022,Município,2508554,Logradouro (PB),"Valor do rendimento nominal médio mensal domiciliar per capita dos moradores em domicílios particulares permanentes ocupados, exclusive os cuja condição no domicílio era pensionista, empregado(a) doméstico(a) ou parente do(a) empregado(a) doméstico(a)",Reais,713.72,Sexo | Cor ou raça | Grupo de idade,Total | Total | Total
Renda média domiciliar per capita,2022,Município,2508604,Lucena (PB),"Valor do rendimento nominal médio mensal domiciliar per capita dos moradores em domicílios particulares permanentes ocupados, exclusive os cuja condição no domicílio era pensionista, empregado(a) doméstico(a) ou parente do(a) empregado(a) doméstico(a)",Reais,759.66,Sexo | Cor ou raça | Grupo de idade,Total | Total | Total
Renda média domiciliar per capita,2022,Município,2508703,Mãe d'Água (PB),"Valor do rendimento nominal médio mensal domiciliar per capita dos moradores em domicílios particulares permanentes ocupados, exclusive os cuja condição no domicílio era pensionista, empregado(a) doméstico(a) ou parente do(a) empregado(a) doméstico(a)",Reais,740.54,Sexo | Cor ou raça | Grupo de idade,Total | Total | Total
Renda média domiciliar per capita,2022,Município,2508802,Malta (PB),"Valor do rendimento nominal médio mensal domiciliar per capita dos moradores em domicílios particulares permanentes ocupados, exclusive os cuja condição no domicílio era pensionista, empregado(a) doméstico(a) ou parente do(a) empregado(a) doméstico(a)",Reais,879.93,Sexo | Cor ou raça | Grupo de idade,Total | Total | Total
